Entry	Gene ontology IDs
EDO27904	GO:0006537,  GO:0015930,  GO:0016040,  GO:0016491,  GO:0019676
EDO49114	GO:0005634,  GO:0005737
EDO42616	GO:0030159,  GO:0030160,  GO:0035255
EDO36823	GO:0005929,  GO:0010824,  GO:0034451,  GO:0035735,  GO:0060271
EDO34617	GO:0005794,  GO:0008324,  GO:0016021
EDO29786	GO:0005794,  GO:0008324,  GO:0016021
EDO44530	GO:0005524,  GO:0005634,  GO:0005737,  GO:0005829,  GO:0005886,  GO:0006986,  GO:0016192,  GO:0016887,  GO:0031072,  GO:0034620,  GO:0042026,  GO:0042623,  GO:0044183,  GO:0051082,  GO:0051085,  GO:0051787
EDO38563	GO:0000045,  GO:0000422,  GO:0005829,  GO:0006497,  GO:0019898,  GO:0032266,  GO:0034045,  GO:0034497,  GO:0044804,  GO:0080025
EDO37815	GO:0005737,  GO:0006740,  GO:0016491
EDO27387	GO:0030036
EDO46908	GO:0005783,  GO:0016021,  GO:0034976,  GO:1904294
EDO36202	GO:0016021
EDO34473	GO:0000209,  GO:0005737,  GO:0006511,  GO:0016567,  GO:0061630
EDO39398	
EDO29616	
EDO31999	
EDO30350	
EDO49568	GO:0016021
EDO31599	GO:0005637,  GO:0016126,  GO:0016627,  GO:0016628,  GO:0030176
EDO47873	GO:0015367,  GO:0016021
EDO33988	GO:0005813,  GO:0005814,  GO:0007052,  GO:0007224,  GO:0051298,  GO:0071539
EDO41924	GO:0000244,  GO:0005682,  GO:0017070,  GO:0030619,  GO:0030620,  GO:0030623,  GO:0071013,  GO:0097157
EDO40051	GO:0005262,  GO:0005509,  GO:0016020,  GO:0016021,  GO:0050982
EDO48337	GO:0005262,  GO:0005509,  GO:0016020,  GO:0016021,  GO:0050982
EDO47830	GO:0005783,  GO:0006506,  GO:0016021
EDO40311	GO:0016021
EDO49729	
EDO40765	GO:0004197,  GO:0004843,  GO:0006511,  GO:0016579
EDO34327	GO:0007249,  GO:0050769,  GO:1902042
EDO46789	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0018105
EDO47014	GO:0000423,  GO:0005080,  GO:0005776,  GO:0007005,  GO:0007032,  GO:0008270,  GO:0016235,  GO:0035973,  GO:0044753,  GO:0070530
EDO39882	GO:0005509
EDO38440	GO:0005747,  GO:0008137,  GO:0016021
EDO47004	
EDO38540	GO:0005509
EDO47472	GO:0001671,  GO:0005737,  GO:0005739,  GO:0044571,  GO:0051087,  GO:0051259,  GO:0097428
EDO31001	GO:0004252,  GO:0005509,  GO:0005615
EDO36519	GO:0000176,  GO:0000177,  GO:0000178,  GO:0000467,  GO:0003723,  GO:0034427,  GO:0034475,  GO:0043928,  GO:0071034,  GO:0071035,  GO:0071038,  GO:0071049,  GO:0071051
EDO41184	GO:0016491
EDO39491	GO:0016021
EDO43233	GO:0016021,  GO:0035381
EDO32743	GO:0005228,  GO:0005886,  GO:0015271,  GO:0016021
EDO48712	GO:0000139,  GO:0005537,  GO:0005789,  GO:0005793,  GO:0006888,  GO:0007029,  GO:0007030,  GO:0016021,  GO:0030134
EDO36589	GO:0005886,  GO:0030427,  GO:0030833,  GO:0030864,  GO:0051015
EDO41738	GO:0003951
EDO44923	
EDO39887	GO:0000381,  GO:0003723,  GO:0003729,  GO:0005634,  GO:0016607,  GO:0045292
EDO47549	GO:0000381,  GO:0003723,  GO:0003729,  GO:0005634,  GO:0016607,  GO:0045292
EDO49170	GO:0005737,  GO:0008270,  GO:0019284,  GO:0019509,  GO:0046570
EDO34306	GO:0106035
EDO48374	
KII74891	GO:0004672,  GO:0005524,  GO:0016021
EDO48640	GO:0005814,  GO:0060271,  GO:0097730
EDO34539	GO:0005085,  GO:0005829,  GO:0006892,  GO:0007264,  GO:0008270,  GO:0016020
EDO35111	GO:0000932,  GO:0003729,  GO:0031087,  GO:0033962
EDO46719	GO:0005829,  GO:0008270,  GO:0043023,  GO:0043161,  GO:0061630,  GO:0072344,  GO:1990112,  GO:1990116
EDO46720	GO:0005829,  GO:0043023,  GO:0043161,  GO:0061630,  GO:0072344,  GO:1990112,  GO:1990116
EDO48942	GO:0002755,  GO:0043123,  GO:0070976
EDO42934	GO:0004605,  GO:0005743,  GO:0016024,  GO:0032049
EDO43465	GO:0003919,  GO:0006747
EDO37274	GO:0005623,  GO:0005737,  GO:0005739,  GO:0005777,  GO:0008379,  GO:0034599,  GO:0042744,  GO:0045454
EDO36601	GO:0004930,  GO:0005813,  GO:0005814,  GO:0007099,  GO:0010457,  GO:0016021,  GO:0032053,  GO:0036064
EDO49305	GO:0003839,  GO:0005737,  GO:0006751,  GO:0061928
EDO33550	GO:0005506,  GO:0005634,  GO:0032453,  GO:0051864
EDO42579	GO:0004930,  GO:0016021
EDO46685	GO:0000381,  GO:0005634,  GO:0080009
EDO32320	GO:0001671,  GO:0005623,  GO:0005890,  GO:0006883,  GO:0010248,  GO:0030007,  GO:0036376,  GO:1990573
EDO30028	GO:0005886,  GO:0031532
EDO33152	GO:0004693,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0008353,  GO:0045944,  GO:0070985
EDO45892	GO:0006511,  GO:0016567,  GO:0019005,  GO:0031146
EDO41779	GO:0043130,  GO:1903003
EDO32511	GO:0005747,  GO:0006979
EDO45217	GO:0004197,  GO:0005737,  GO:0006914,  GO:0015031
EDO36174	GO:2001268
EDO35908	GO:0005783,  GO:0005789,  GO:0006666,  GO:0016021,  GO:0030148,  GO:0047560
EDO43936	GO:0000027,  GO:0005730
EDO42485	GO:0003723
EDO49498	GO:0005509
EDO38289	GO:0003677,  GO:0003899,  GO:0005666,  GO:0006384
EDO41168	GO:0003677,  GO:0005634,  GO:0008270
EDO32376	
EDO42278	GO:0005623,  GO:0007035,  GO:0043291
EDO47119	GO:0000706,  GO:0000712,  GO:0006260,  GO:0017108,  GO:0033557,  GO:0036297
EDO41908	GO:0003712,  GO:0006357,  GO:0016592
EDO38277	GO:0016020
EDO40996	
EDO41045	GO:0005509,  GO:0005886,  GO:0007156,  GO:0016021,  GO:0098609
EDO38145	GO:0005524,  GO:0018095
EDO42040	GO:0004784,  GO:0005507,  GO:0005576,  GO:0005615,  GO:0019430
EDO45449	
EDO30001	GO:0005524,  GO:0005623,  GO:0005635,  GO:0005788,  GO:0006998,  GO:0007155,  GO:0008092,  GO:0016887,  GO:0031175,  GO:0045104,  GO:0048489,  GO:0051082,  GO:0051085,  GO:0072321
EDO46640	
EDO40344	
EDO44031	GO:0005737,  GO:0005886,  GO:0008080
EDO44032	
KII63712	
EDO42379	GO:0003924,  GO:0005525,  GO:0008053,  GO:0016021,  GO:0031306,  GO:0048662,  GO:0051646
EDO41312	
EDO42633	
EDO48644	
EDO29184	GO:0003779,  GO:0005886,  GO:0007266,  GO:0035023
EDO47789	GO:0004767,  GO:0005901,  GO:0006684,  GO:0016021
EDO31587	GO:0005085,  GO:0035556
EDO38649	GO:0016021,  GO:0022857
EDO35258	GO:0000070,  GO:0000818,  GO:0034501,  GO:0051382
EDO48617	GO:0005737,  GO:0018025
EDO47813	GO:0000139,  GO:0005198,  GO:0006886,  GO:0006888,  GO:0006890,  GO:0006891,  GO:0030126
KII70593	GO:0004842,  GO:0016021,  GO:0046872
EDO29236	
EDO44727	GO:0005524,  GO:0005623,  GO:0006812,  GO:0006874,  GO:0016021,  GO:0016887,  GO:0046872
EDO42144	GO:0003924,  GO:0005525,  GO:0005886,  GO:0006886,  GO:0010008,  GO:0012505,  GO:0032456,  GO:0032482
EDO49131	GO:0000070,  GO:0003777,  GO:0005524,  GO:0005634,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0007019,  GO:0008017,  GO:0008574,  GO:0016887,  GO:0061673,  GO:1990023
EDO49775	GO:0005737,  GO:0007049,  GO:0051301
EDO37877	
EDO36342	GO:0000166,  GO:0000278,  GO:0003677,  GO:0003887,  GO:0006272,  GO:0006287,  GO:0006297,  GO:0008270,  GO:0008310,  GO:0008622,  GO:0045004,  GO:0051539
EDO45487	
EDO46477	
EDO37833	GO:0004622,  GO:0005783,  GO:0016042,  GO:0046470
EDO45276	GO:0016829
EDO49270	GO:0004181,  GO:0008270
EDO46354	
EDO47419	
EDO35488	GO:0003824
EDO32223	
EDO36576	
EDO48213	GO:0005096,  GO:0035556
EDO48160	GO:0000971,  GO:0003972,  GO:0005525,  GO:0005634,  GO:0006388,  GO:0046872,  GO:0072669
EDO47200	GO:0000922,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005813,  GO:0005874,  GO:0007049,  GO:0008017,  GO:0008568,  GO:0016853,  GO:0016887,  GO:0031122,  GO:0051301
EDO38930	GO:0005777,  GO:0006629,  GO:0016021,  GO:0035336,  GO:0043231,  GO:0080019,  GO:0102965
EDO47359	GO:0004930,  GO:0004993,  GO:0005887,  GO:0007187,  GO:0007268,  GO:0030425,  GO:0030594,  GO:0045202
EDO35518	GO:0004175
EDO45214	GO:0016491
EDO38574	GO:0046872
EDO39587	GO:0003723,  GO:0004521,  GO:0005847,  GO:0006378,  GO:0006398,  GO:0008409
EDO34604	GO:0005096,  GO:0016021,  GO:0017137,  GO:0032007,  GO:0090630
EDO36825	
EDO33669	GO:0000159,  GO:0005509,  GO:0006470,  GO:0019888
KII64605	GO:0004386
EDO48687	GO:0000132,  GO:0005524,  GO:0005623,  GO:0005813,  GO:0005869,  GO:0030473,  GO:0099738
EDO32629	GO:0003723,  GO:0004386,  GO:0005524,  GO:0005681
EDO47429	
EDO33404	
EDO26398	
EDO40808	
EDO48012	GO:0004869,  GO:0005634,  GO:0043066,  GO:0061631
EDO49447	
EDO30817	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO32296	
EDO44861	GO:0016055
EDO31890	GO:0004930,  GO:0004993,  GO:0005887,  GO:0007187,  GO:0007268,  GO:0030425,  GO:0030594,  GO:0045202
EDO49367	GO:0004930,  GO:0004993,  GO:0005887,  GO:0007187,  GO:0007268,  GO:0030425,  GO:0030594,  GO:0045202
EDO42444	GO:0005506,  GO:0016705,  GO:0020037
EDO42445	GO:0004497,  GO:0005506,  GO:0016705,  GO:0020037
EDO30302	GO:0004497,  GO:0005506,  GO:0016705,  GO:0020037
EDO31616	GO:0007165,  GO:0043087
EDO39047	GO:0003924,  GO:0005525,  GO:0005886,  GO:0019003,  GO:0032486,  GO:0071320,  GO:2000301
EDO38482	GO:0005787,  GO:0006465,  GO:0008233,  GO:0030176,  GO:0045047
EDO38222	GO:0005759,  GO:0006974,  GO:1902445
EDO37089	GO:0006364,  GO:0008270,  GO:0030515,  GO:0032040,  GO:0034511
EDO32575	
EDO48736	GO:0005730,  GO:0030490,  GO:0030692,  GO:0032040
EDO42972	GO:0016021
EDO45341	GO:0016805
EDO32545	GO:0016805
EDO32322	
EDO32960	GO:0000278,  GO:0000784,  GO:0003688,  GO:0005524,  GO:0005664,  GO:0006270,  GO:0033314,  GO:0051301
EDO34016	GO:0004742,  GO:0005759,  GO:0006090,  GO:0045254
KII71590	GO:0003676,  GO:0008270,  GO:0015074
EDO48359	GO:0005525,  GO:0005737,  GO:0006886,  GO:0016192
EDO48686	GO:0006511,  GO:0031625
EDO48119	GO:0005813,  GO:0007098,  GO:0051225,  GO:0070652,  GO:0072686
KII73934	GO:0005085,  GO:0005096,  GO:0005634,  GO:0005737,  GO:2000431
EDO48465	GO:0000724,  GO:0000781,  GO:0003697,  GO:0005634,  GO:0005662,  GO:0006260,  GO:0006281,  GO:0006289,  GO:0035861
EDO46123	GO:0008175,  GO:0030488,  GO:0106050
EDO46508	
EDO46338	GO:0005737,  GO:0006915,  GO:0016021,  GO:0097153
EDO34992	
EDO38231	GO:0007283,  GO:0032027,  GO:0097224
EDO41465	GO:0001664,  GO:0003924,  GO:0005525,  GO:0005834,  GO:0007188,  GO:0031683
EDO47459	GO:0016021
EDO45322	GO:0006353
EDO32776	GO:0000790,  GO:0003682,  GO:0004843,  GO:0005737,  GO:0006342,  GO:0006511,  GO:0016579,  GO:0035517,  GO:0035522,  GO:0036459
KII63511	
EDO45762	GO:0016021
EDO49285	
EDO36827	GO:0005507
EDO40591	GO:0003676
EDO26876	GO:0005509
EDO33971	GO:0000727,  GO:0003678,  GO:0003688,  GO:0003697,  GO:0005524,  GO:0005634,  GO:0006267,  GO:0006268,  GO:0006270,  GO:0042555,  GO:1902969
EDO38875	GO:0004930,  GO:0016021
EDO38648	
KII66374	GO:0003676,  GO:0008270,  GO:0015074
EDO48921	GO:0016021
EDO48714	GO:0016567,  GO:0080008
EDO31568	
EDO43252	GO:0008237,  GO:0016805,  GO:0046872
EDO32348	GO:0005525,  GO:0005737,  GO:0015630,  GO:0060271
EDO45514	GO:0006820,  GO:0016021,  GO:0022857
EDO48671	GO:0006820,  GO:0016021,  GO:0022857
EDO40199	GO:0005739,  GO:0006120,  GO:0010257,  GO:0032981,  GO:0051082
EDO33872	
EDO33159	GO:0000030,  GO:0005637,  GO:0016021,  GO:0018406
EDO34868	GO:0000028,  GO:0003723,  GO:0003735,  GO:0006412,  GO:0022627
EDO42577	
EDO45391	GO:0005462,  GO:0005464,  GO:0022857,  GO:0030173,  GO:0030176
EDO49682	GO:0002115,  GO:0005246,  GO:0005509,  GO:0005623,  GO:0005783,  GO:0005886,  GO:0006874,  GO:0016021,  GO:0032237
EDO41227	GO:0003779,  GO:0005509
EDO38644	GO:0004115,  GO:0004118,  GO:0005634,  GO:0005741,  GO:0005743,  GO:0005759,  GO:0005829,  GO:0010628,  GO:0010754,  GO:0010821,  GO:0019933,  GO:0019934,  GO:0042803,  GO:0043951,  GO:0046069,  GO:0046872,  GO:0047555,  GO:0048471
EDO31406	GO:0007165,  GO:0035091
EDO34215	GO:0003682,  GO:0005634,  GO:0005730
EDO44176	GO:0003755,  GO:0034587
EDO28105	GO:0017124
EDO48471	GO:0034464,  GO:0036064,  GO:0097730,  GO:1905515
EDO35762	GO:0005198,  GO:0007155,  GO:0015629,  GO:0051015
EDO41067	GO:0005747,  GO:0008137,  GO:0009060,  GO:0015990,  GO:0032981,  GO:0046872,  GO:0048038,  GO:0051539
EDO45490	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0007399,  GO:0010976,  GO:0014068,  GO:0033674,  GO:0043235,  GO:0043408,  GO:0043410
EDO49162	GO:0004190,  GO:0006508,  GO:0030163
EDO32761	GO:0003677,  GO:0008270,  GO:0045893,  GO:0048188
EDO46399	GO:0005615
EDO43698	GO:0004645,  GO:0005829,  GO:0006206,  GO:0006213,  GO:0009032,  GO:0016154
EDO49061	GO:0000724,  GO:0003684,  GO:0003697,  GO:0005662,  GO:0006260,  GO:0006284,  GO:0006289,  GO:0006298,  GO:0035861
EDO46794	GO:0003824
EDO41241	GO:0004697,  GO:0005524,  GO:0035556,  GO:0046872
EDO35622	GO:0000398,  GO:0003723,  GO:0005524,  GO:0005681
EDO34970	
EDO46897	GO:0003700,  GO:0005634,  GO:0043565
EDO49692	GO:0001664,  GO:0003924,  GO:0005525,  GO:0005834,  GO:0007188,  GO:0031683,  GO:0046872
EDO48117	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468
EDO50033	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO33984	GO:0004553,  GO:0005975
EDO36114	GO:0016021
EDO31299	
EDO48013	GO:0005886,  GO:0016021,  GO:0022857,  GO:0071705
EDO40156	GO:0003924,  GO:0005525,  GO:0005737,  GO:0005856,  GO:0005886,  GO:0005938,  GO:0006897,  GO:0007015,  GO:0007163,  GO:0007266,  GO:0008360,  GO:0016477,  GO:0019901,  GO:0030031,  GO:0030036,  GO:0030865,  GO:0031410,  GO:0032488,  GO:0032956,  GO:0042995,  GO:0043231
EDO49881	GO:0005525,  GO:0016021
EDO42929	GO:0005739,  GO:0006744,  GO:0045333,  GO:0048039
EDO44609	GO:0046983
EDO47336	GO:0004252,  GO:0005615,  GO:0006508
EDO48053	GO:0008333,  GO:0016021,  GO:0016197,  GO:0017137,  GO:0036020,  GO:1901096
EDO49659	GO:0004148,  GO:0005623,  GO:0009055,  GO:0045454,  GO:0050660
EDO35191	GO:0002084,  GO:0005737,  GO:0008474,  GO:0052689
EDO47627	GO:0004930,  GO:0005887,  GO:0007216,  GO:0008066,  GO:0051966
EDO43102	GO:0000398,  GO:0005689,  GO:0030626,  GO:0097157
EDO47176	GO:0016021
EDO38412	GO:0005929,  GO:0061512
EDO38916	GO:0016021,  GO:0055085
EDO48913	GO:0016021,  GO:0055085
EDO39786	GO:0004674,  GO:0005524,  GO:0006468,  GO:0035612,  GO:0045747,  GO:2000369
EDO36684	GO:0003677,  GO:0003700,  GO:0005669,  GO:0006352,  GO:0008134,  GO:0045944,  GO:0046982
EDO46391	GO:0003713,  GO:0005634,  GO:0008270,  GO:0045893
EDO39044	GO:0003676,  GO:0046872
EDO27671	GO:0004674,  GO:0005524
EDO41147	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005929,  GO:0010468,  GO:0035556,  GO:0042073,  GO:0060271
EDO36122	GO:0016021
EDO37846	GO:0000287,  GO:0003723,  GO:0004826,  GO:0005524,  GO:0006432,  GO:0009328
EDO42743	GO:0008146,  GO:0016021
EDO41380	GO:0003677,  GO:0003700,  GO:0005634,  GO:0005667
EDO38737	GO:0000724,  GO:0031297,  GO:0043596
EDO38735	GO:0000724,  GO:0031297,  GO:0043596
EDO45826	GO:0003723,  GO:0006396,  GO:0016779
EDO43209	GO:0030042,  GO:0030836,  GO:0030864,  GO:0040011,  GO:0042643,  GO:0051015
EDO49553	
EDO47731	GO:0004175,  GO:0004252,  GO:0016021
EDO32262	
EDO39151	GO:0000139,  GO:0008146,  GO:0016021,  GO:0016051
EDO39501	GO:0016021
EDO27555	
EDO33880	GO:0006511,  GO:0008270,  GO:0016579,  GO:0036459
EDO39251	GO:0005789,  GO:0005886,  GO:0033149,  GO:0061817,  GO:0070972,  GO:0090158
EDO47397	
EDO36034	GO:0000082,  GO:0004674,  GO:0005524,  GO:0018105,  GO:0035329,  GO:0035556,  GO:0043065,  GO:0046620
EDO45118	GO:0000045,  GO:0000422,  GO:0001934,  GO:0019898,  GO:0019901,  GO:0030242,  GO:0034045,  GO:0034727,  GO:0060090,  GO:0061709,  GO:0061723,  GO:1990316
EDO30884	GO:0005887
EDO34403	GO:0016021
EDO38861	GO:0000139,  GO:0004571,  GO:0005509,  GO:0005783,  GO:0006491
KII63313	GO:0003677,  GO:0046872
EDO38988	GO:0005737,  GO:0006457,  GO:0032502,  GO:0051082
EDO36933	GO:0003700
EDO47522	GO:0003746,  GO:0003924,  GO:0006412,  GO:0006414
EDO47521	GO:0003924,  GO:0005525,  GO:0006412
EDO35441	
EDO35549	GO:0004806,  GO:0016042
EDO36529	
EDO36538	GO:0004175,  GO:0004298,  GO:0005634,  GO:0005737,  GO:0005839,  GO:0010498,  GO:0010499,  GO:0019773,  GO:0043161
EDO29988	GO:0007275,  GO:0015031
EDO40810	GO:0008250,  GO:0016021,  GO:0018279
EDO32129	GO:0005615,  GO:0032502,  GO:0048029
KII62331	GO:0004057
EDO33878	GO:0005623,  GO:0009055,  GO:0015035,  GO:0045454
EDO42641	GO:0016021
EDO47059	GO:0097602,  GO:2000060
EDO28082	GO:0004222
EDO44549	GO:0004222,  GO:0008270
EDO36339	GO:0004222,  GO:0008270,  GO:0016020
EDO38039	
EDO33526	GO:0005524,  GO:0005623,  GO:0005743,  GO:0006879,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0055085
EDO46150	
EDO39332	
EDO37229	GO:0003777,  GO:0005524,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0016887
EDO34999	GO:0000122,  GO:0000977,  GO:0001227,  GO:0005634,  GO:0009952,  GO:0030154,  GO:0046983,  GO:0050767
EDO29631	GO:0004672,  GO:0004674,  GO:0005524,  GO:0005634
EDO37782	
EDO33907	
EDO48068	GO:0004222,  GO:0005758,  GO:0006508,  GO:0006518,  GO:0046872
EDO45778	
EDO41086	GO:0005802,  GO:0005829,  GO:0090160
EDO45405	GO:0005794,  GO:0005829,  GO:0008093,  GO:0070840
EDO34891	GO:0012505,  GO:0035251,  GO:0035252,  GO:0046527
EDO41318	
EDO47264	GO:0031305,  GO:0032977,  GO:0032979,  GO:0033617,  GO:0051205
EDO40224	GO:0000776,  GO:0003676
EDO42700	GO:0004674,  GO:0005524,  GO:0018105,  GO:0035556
EDO38683	GO:0000151,  GO:0000209,  GO:0005634,  GO:0005829,  GO:0006513,  GO:0030332,  GO:0031624,  GO:0043161,  GO:0051865,  GO:0061630
EDO42093	GO:0006307,  GO:0008198,  GO:0035511,  GO:0043734,  GO:0051747
EDO39526	GO:0005524,  GO:0007269,  GO:0030672
EDO32206	
EDO43340	
EDO46551	GO:0004157,  GO:0005829,  GO:0006208,  GO:0016812
EDO44644	
EDO35674	GO:0004300,  GO:0005739,  GO:0006635
EDO46175	GO:0016514,  GO:0071564,  GO:0071565
EDO43162	GO:0005634,  GO:0006334
EDO42525	
EDO29648	GO:0005328,  GO:0016021
EDO36770	GO:0005739,  GO:0016491,  GO:0045329
EDO48331	GO:0046872
EDO33558	GO:0004497,  GO:0005506,  GO:0016021,  GO:0016705,  GO:0020037
EDO44485	
EDO32529	GO:0005737,  GO:0006457,  GO:0016272,  GO:0051082
EDO30578	
EDO36415	GO:0072669
EDO33681	
EDO46251	GO:0016021
EDO42714	
EDO42623	
EDO48040	GO:0000028,  GO:0002181,  GO:0003735,  GO:0006412,  GO:0022627
EDO41017	GO:0005634,  GO:0005829,  GO:0043527,  GO:0106004
EDO39329	GO:0004370,  GO:0005739,  GO:0006071,  GO:0006641,  GO:0016310,  GO:0016773,  GO:0046167
EDO31792	
EDO47256	GO:0004013,  GO:0005829,  GO:0006730,  GO:0033353
EDO49168	GO:0016021
EDO49136	
EDO49845	GO:0004563,  GO:0005975,  GO:0102148
EDO45251	
EDO31395	
EDO47348	GO:0003729,  GO:0005737,  GO:0005849,  GO:0006378,  GO:0006397,  GO:0017091
EDO43508	
EDO40534	GO:0003682,  GO:0048188,  GO:0080182
EDO49233	
EDO43520	GO:0005783,  GO:0016021,  GO:0016236
EDO49541	GO:0005509
EDO37346	GO:0005737
EDO47784	GO:0016021
EDO45157	GO:0004032,  GO:0005829,  GO:0008106,  GO:0016491
EDO39440	GO:0003958,  GO:0004517,  GO:0005516,  GO:0005634,  GO:0005829,  GO:0005886,  GO:0006527,  GO:0006809,  GO:0007263,  GO:0009725,  GO:0010181,  GO:0012506,  GO:0016491,  GO:0016709,  GO:0020037,  GO:0031284,  GO:0032496,  GO:0046872,  GO:0050660,  GO:0050661
EDO44551	GO:0004222,  GO:0008270
EDO34759	
EDO49864	GO:0003677,  GO:0016589,  GO:0071339
EDO31180	GO:0008796
EDO36768	GO:0016021,  GO:0055085
EDO37094	GO:0005615,  GO:0008289
EDO48009	GO:0000045,  GO:0000422,  GO:0006501,  GO:0034045,  GO:0034274,  GO:0044804
EDO46911	GO:0005887,  GO:0007218,  GO:0008528
EDO35644	GO:0008484
EDO48804	GO:0005634,  GO:0006281,  GO:0006310,  GO:0030915,  GO:2001022
EDO46582	
EDO40938	GO:0003779,  GO:0005737,  GO:0005925,  GO:0007163,  GO:0015629,  GO:0030031,  GO:0031532,  GO:0034446
EDO36370	GO:0072546
EDO49536	GO:0003735,  GO:0005762,  GO:0032543
EDO34920	GO:0004725,  GO:0005829,  GO:0008138
EDO39720	GO:0004139,  GO:0005737,  GO:0009264,  GO:0016052
EDO47193	GO:0003712,  GO:0006357,  GO:0016592
EDO45793	GO:0005743,  GO:0016021,  GO:0034551
EDO42591	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO39961	GO:0005737,  GO:0080008
EDO37363	GO:0051726
EDO34077	GO:0005524,  GO:0005930,  GO:0007018,  GO:0008569,  GO:0030286,  GO:0031514,  GO:0045505,  GO:0051959
EDO42192	GO:0003777,  GO:0005524,  GO:0007018
EDO33421	GO:0016021
EDO34221	GO:0005887,  GO:0008519,  GO:0072488
EDO41793	GO:0005887,  GO:0008519,  GO:0072488
EDO48339	GO:0003735,  GO:0006412,  GO:0022627
EDO31657	GO:0004348,  GO:0006680,  GO:0008422,  GO:0016020
EDO38107	GO:0005524,  GO:0005829,  GO:0016226,  GO:0046872,  GO:0051536,  GO:0051539
EDO47717	GO:0002141,  GO:0002142,  GO:0005886,  GO:0007605,  GO:0032420,  GO:0032426,  GO:0051015
EDO42899	GO:0003676
EDO36347	GO:0001732,  GO:0003743,  GO:0006413,  GO:0016282,  GO:0031369,  GO:0033290,  GO:0071541
EDO40435	GO:0000139,  GO:0005789,  GO:0016021,  GO:0030433,  GO:0030968,  GO:0046872,  GO:0061630
EDO39394	
EDO32798	GO:0003824
EDO41573	
EDO30645	GO:0003824
EDO47269	GO:0016805
EDO44166	GO:0000813,  GO:0043328,  GO:0044877
EDO41975	
EDO42898	GO:0008080,  GO:0016021
EDO39885	
EDO33454	
EDO45196	GO:0000045,  GO:0000153,  GO:0000422,  GO:0005829,  GO:0015031,  GO:0019776,  GO:0044804
EDO34495	GO:0003333,  GO:0015171,  GO:0016021
EDO37504	GO:0016706
EDO32079	GO:0016021
EDO43132	GO:0004222,  GO:0008270
EDO31678	GO:0050528
EDO47577	GO:0003924,  GO:0005525,  GO:0005776,  GO:0006886,  GO:0012505,  GO:0032482
EDO38578	GO:0003697,  GO:0005654,  GO:0005737,  GO:0006302,  GO:0016605,  GO:0070260
EDO37684	
EDO45811	GO:0035556
EDO48462	GO:0005634,  GO:0016787
EDO34066	GO:0004252
EDO44371	GO:0003676,  GO:0005634,  GO:0008168,  GO:0009007
EDO48603	GO:0004252
EDO44833	GO:0005412,  GO:0005886,  GO:0016021
EDO30295	GO:1990817
EDO38461	GO:0000027,  GO:0003735,  GO:0005840,  GO:0006412,  GO:0019843
EDO40865	
EDO45143	GO:0005657,  GO:0006260,  GO:0032508
EDO34553	GO:0005615
EDO36580	
EDO43200	GO:0015629,  GO:0030041
EDO31559	GO:0005525,  GO:0035091,  GO:0070300
EDO42074	GO:0016021
EDO47169	
EDO33163	GO:0005509,  GO:0007156,  GO:0016020
EDO34098	
EDO49218	GO:0005328,  GO:0005886,  GO:0016021
EDO40011	GO:0005665,  GO:0005666,  GO:0005736,  GO:0006360,  GO:0006366,  GO:0006383
EDO42595	GO:0004930,  GO:0005887,  GO:0007186,  GO:0032870,  GO:0042277
EDO39463	GO:0005509,  GO:0005887,  GO:0007155,  GO:0007156
EDO48629	GO:0016020,  GO:0035091
EDO45913	GO:0000045,  GO:0000421,  GO:0000422,  GO:0005776,  GO:0005829,  GO:0006995,  GO:0008017,  GO:0016236,  GO:0031625,  GO:0097352
EDO39729	GO:0030672,  GO:0031224,  GO:0032418,  GO:0072384,  GO:0098574,  GO:0099078,  GO:1903744
EDO31822	GO:0005198,  GO:0015031,  GO:0031080,  GO:0034629,  GO:0035859,  GO:1904263
EDO40308	
EDO44940	GO:0003723,  GO:0005634,  GO:0005654,  GO:0043565,  GO:0051252,  GO:1990837,  GO:1990904
EDO48557	
EDO47118	
EDO49796	GO:0003684,  GO:0003723,  GO:0003735,  GO:0003906,  GO:0005634,  GO:0006281,  GO:0006412,  GO:0022627,  GO:2001235
EDO38606	GO:0005737,  GO:0019441,  GO:0019805,  GO:0030170,  GO:0030429,  GO:0034354,  GO:0043420,  GO:0097053
EDO40461	GO:0004222,  GO:0008270
EDO49868	GO:0005509
EDO45349	GO:0005654,  GO:0006281,  GO:0070876
EDO33512	GO:0003677,  GO:0003906,  GO:0004519,  GO:0004528,  GO:0005634,  GO:0006284,  GO:0008311,  GO:0046872,  GO:0140078
EDO38728	
EDO37553	
