Entry	Gene ontology IDs
EDO33310	GO:0003723,  GO:0032021,  GO:0034244
EDO48302	GO:0005262,  GO:0005623,  GO:0005887,  GO:0006874,  GO:0008273,  GO:0070588
EDO49277	GO:0016021
EDO36269	GO:0010826,  GO:0016021,  GO:0036038,  GO:0060271
EDO37862	GO:0003676,  GO:0016021
EDO44746	
EDO36295	GO:0003677,  GO:0003887,  GO:0005634,  GO:0006284,  GO:0006303,  GO:0046872
EDO49643	GO:0006486,  GO:0016021,  GO:0032580,  GO:0036065,  GO:0046920
EDO40398	GO:0003842,  GO:0005759,  GO:0006560,  GO:0010133,  GO:0016620
EDO42225	GO:0005737,  GO:0005813,  GO:0005869,  GO:0007052
EDO37961	GO:0003341,  GO:0005524,  GO:0005858,  GO:0007018,  GO:0008569,  GO:0030286,  GO:0036156,  GO:0045505,  GO:0051959
EDO46631	GO:0000166,  GO:0005739,  GO:0046872,  GO:0052856,  GO:0052857
EDO42319	
EDO41047	GO:0005813,  GO:0008017,  GO:0034453,  GO:0042802,  GO:0043015
EDO41124	GO:0005886,  GO:0015250,  GO:0016021
EDO43254	GO:0000492,  GO:0005737,  GO:0006364,  GO:0097255,  GO:1990904
EDO36839	GO:0000398,  GO:0000470,  GO:0003723,  GO:0030490,  GO:0031428,  GO:0032040,  GO:0046540,  GO:0071011
EDO28861	GO:0003333,  GO:0015171,  GO:0016021
EDO32530	GO:0003333,  GO:0015171,  GO:0016021
EDO40417	GO:0000724,  GO:0005634,  GO:0005694,  GO:0005737,  GO:0006268,  GO:0006281,  GO:0006310,  GO:0009378,  GO:0032508,  GO:0043138
EDO38999	GO:0007274,  GO:0030833,  GO:0031594,  GO:0055037
EDO47829	
EDO34575	GO:0000398,  GO:0005689
EDO48571	GO:0001534,  GO:0060271,  GO:0060294
EDO48543	GO:0003723,  GO:0004521,  GO:0005576,  GO:0006401,  GO:0033897
KII62968	
EDO34824	GO:0006488,  GO:0016758
EDO36411	GO:0004032,  GO:0005829,  GO:0008106,  GO:0016491
EDO32241	GO:0000469,  GO:0000470,  GO:0003723,  GO:0031118,  GO:0031120,  GO:0031429,  GO:0034513
EDO43736	GO:0019902
EDO41517	
EDO26062	
KII67035	GO:0003676,  GO:0004190,  GO:0008270,  GO:0015074
EDO43669	GO:0000151,  GO:0005524,  GO:0006511,  GO:0031625,  GO:0061631
EDO35593	GO:0016021
EDO40097	GO:0002181,  GO:0003735,  GO:0006414,  GO:0022625,  GO:0030295,  GO:0043021
EDO30482	GO:0003746,  GO:0006452,  GO:0043022,  GO:0045901,  GO:0045905
EDO45503	GO:0009263
EDO42286	
EDO37096	GO:0031932,  GO:0038203
EDO33593	GO:0003723,  GO:0003724,  GO:0005524,  GO:0005634,  GO:0006364
EDO30965	GO:0005737,  GO:0016639,  GO:0042562
EDO33573	GO:0016021
EDO49728	
EDO49989	GO:0003682,  GO:0006357,  GO:0007399,  GO:0016514,  GO:0035267,  GO:0043044,  GO:0043967
EDO47782	GO:0004222,  GO:0016021
EDO46807	GO:0016787
EDO32162	
EDO49249	GO:0005783,  GO:0006888,  GO:0006890,  GO:0030134,  GO:0030173,  GO:0030176
EDO30803	GO:0004222,  GO:0005886,  GO:0006509,  GO:0007219,  GO:0016021
EDO37819	GO:0004747,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0019303,  GO:0046872
EDO36587	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0035556
EDO49034	GO:0005634,  GO:0006303,  GO:0035861,  GO:0051103,  GO:0060090,  GO:0070419
EDO41516	GO:0003676
EDO35237	GO:0004842,  GO:0005164,  GO:0008270,  GO:0009898,  GO:0031625,  GO:0033209,  GO:0042981,  GO:0043122,  GO:0046330,  GO:0070534
EDO45236	GO:0016021
EDO30200	GO:0000289,  GO:0000932,  GO:0031251,  GO:0090503
EDO38521	GO:0005737,  GO:0008541,  GO:0031595,  GO:0043161
EDO47660	GO:0005737,  GO:0005911,  GO:0005925,  GO:0045216,  GO:0046872,  GO:0098609,  GO:1900026,  GO:2001046
EDO45212	
KII66077	GO:0032040
EDO45597	GO:0005887,  GO:0007189,  GO:0007190,  GO:0008528,  GO:0009755,  GO:0016500
EDO43321	GO:0003677,  GO:0008270
EDO34386	GO:0000145,  GO:0006887,  GO:0006893,  GO:0048278
EDO39278	GO:0003700,  GO:0005634,  GO:0008270
EDO42462	GO:0005313,  GO:0005509,  GO:0015183,  GO:0015810,  GO:0015813,  GO:0016021,  GO:0043490
EDO42531	GO:0005789,  GO:0006487,  GO:0006488,  GO:0006490,  GO:0016021,  GO:0042281
EDO47134	GO:0000814,  GO:0031902,  GO:0032266,  GO:0043130,  GO:0043328
EDO33359	GO:0005509,  GO:0005887,  GO:0007155,  GO:0007156
EDO27282	GO:0005509,  GO:0005886,  GO:0007156
EDO30364	GO:0005509,  GO:0005886,  GO:0007156,  GO:0016021,  GO:0098609
EDO43948	
EDO48522	GO:0003756,  GO:0005789,  GO:0015035,  GO:0016671,  GO:0034975
KII73432	GO:0003756,  GO:0005783,  GO:0016671
EDO37636	GO:0008410
KII61470	
EDO33467	
EDO34475	GO:0003824
EDO49405	GO:0005178,  GO:0005925,  GO:0007160,  GO:0007229,  GO:0016021,  GO:0016477,  GO:0033627
EDO26224	GO:0000027,  GO:0005730
EDO36011	GO:0000118,  GO:0003712,  GO:0004407,  GO:0006355
EDO40620	GO:0016021
EDO49380	GO:0005737,  GO:0016925,  GO:0019948,  GO:0031510,  GO:0032446
EDO25871	
EDO36527	GO:0005576,  GO:0030414
EDO46819	GO:0005813,  GO:0005881,  GO:0008017,  GO:0030496,  GO:0031122,  GO:0032467,  GO:0051256,  GO:0097431,  GO:1990023
EDO32414	GO:0003723
EDO43026	
EDO46457	GO:0000784,  GO:0003684,  GO:0006303,  GO:0031848,  GO:0035312,  GO:0036297
EDO47052	GO:0000287,  GO:0008897,  GO:0019878
EDO48550	
EDO48048	GO:0016021,  GO:0046983
EDO41833	GO:0004674,  GO:0005025,  GO:0005524,  GO:0005886,  GO:0006468,  GO:0009953,  GO:0016021,  GO:0030509,  GO:0043235,  GO:0046332,  GO:0046872,  GO:0071363
EDO48752	GO:0016021,  GO:0055085
EDO39502	GO:0007165,  GO:0009887,  GO:0009888,  GO:0016021,  GO:0016477,  GO:0034446,  GO:0043256,  GO:0070831
EDO46873	GO:0005509
EDO39967	GO:0000462,  GO:0000479,  GO:0003924,  GO:0005525,  GO:0005634,  GO:0030686,  GO:0034511
EDO37946	GO:0000727,  GO:0003678,  GO:0003688,  GO:0003697,  GO:0005524,  GO:0005634,  GO:0006267,  GO:0006268,  GO:0006270,  GO:0006271,  GO:0042555
EDO36995	GO:0005242,  GO:0016021,  GO:0034765,  GO:1990573
EDO42158	GO:0005242,  GO:0016021,  GO:0034765,  GO:1990573
EDO36487	
EDO48943	GO:0003860,  GO:0005739,  GO:0006574
EDO43820	GO:0000149,  GO:0001786,  GO:0005509,  GO:0005544,  GO:0005886,  GO:0014059,  GO:0016021,  GO:0016192,  GO:0017156,  GO:0017158,  GO:0019905,  GO:0030276,  GO:0048791,  GO:0070382,  GO:0071277,  GO:0098793
EDO37700	GO:0016021
EDO49331	GO:0016491
EDO42719	GO:0005737,  GO:0006897,  GO:0008092,  GO:0019904,  GO:0051666,  GO:0097320
EDO49886	GO:0005524,  GO:0006464
EDO42122	
EDO33766	GO:0004140,  GO:0005524,  GO:0015937
EDO44413	GO:0005634,  GO:0006355,  GO:0008270
EDO28120	GO:0002020,  GO:0031011
KII62414	GO:0003677,  GO:0016021
EDO40951	GO:0023014
EDO46168	GO:0000149,  GO:0005484,  GO:0006886,  GO:0006888,  GO:0006906,  GO:0012505,  GO:0016021,  GO:0031201,  GO:0048278,  GO:0097111,  GO:0097352
EDO38763	GO:0003723,  GO:0003729,  GO:0005634,  GO:1990904
EDO47396	GO:0005216,  GO:0005887,  GO:0008381
EDO48330	GO:0005216,  GO:0005887,  GO:0008381
EDO49794	GO:0004748,  GO:0005524,  GO:0005971,  GO:0006260,  GO:0009263
EDO32430	GO:0000049,  GO:0004831,  GO:0005524,  GO:0006437
EDO43880	GO:0005739,  GO:0016021,  GO:0043022
EDO37099	
EDO40749	GO:0051213
EDO47504	
EDO39870	GO:0004565,  GO:0005773,  GO:0005975
EDO36494	GO:0005634,  GO:0006355
EDO40060	GO:0005634,  GO:0061630
EDO41448	GO:0005524,  GO:0005886,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0055085
EDO40518	GO:0004731,  GO:0005737,  GO:0009116
EDO48680	GO:0004587,  GO:0005737,  GO:0010121,  GO:0019544,  GO:0030170
EDO42512	GO:0000030,  GO:0005783,  GO:0005789,  GO:0006506,  GO:0016021
EDO44028	GO:0004198,  GO:0016021,  GO:0019825,  GO:0020037
EDO30864	GO:0019825,  GO:0020037
EDO41443	GO:0005783,  GO:0006621,  GO:0006890,  GO:0030173
EDO38474	GO:0000045,  GO:0005634,  GO:0005829,  GO:0007030,  GO:0031468,  GO:0043130,  GO:0043161,  GO:0061025
EDO37209	GO:0000226,  GO:0005509,  GO:0019722,  GO:0030234
EDO31420	GO:0005085
EDO37355	GO:0004722,  GO:0004724,  GO:0046872,  GO:0051019
EDO33825	GO:0000727,  GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0018105
EDO39599	GO:0005829,  GO:0035556,  GO:0060070
EDO38923	GO:0004349,  GO:0004350,  GO:0005739,  GO:0006561
EDO48532	
EDO44350	
EDO45092	GO:0005739,  GO:0006790,  GO:0008482,  GO:0020037,  GO:0030151,  GO:0042128,  GO:0043546
KII63449	
KII63447	GO:0005524,  GO:0005694,  GO:0051276
EDO30330	GO:0000127,  GO:0006384,  GO:0042791
EDO38508	GO:0003677,  GO:0003910,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005739,  GO:0006266,  GO:0006273,  GO:0006310,  GO:0051103,  GO:0071897,  GO:1903461
EDO39483	GO:0016021
EDO48630	GO:0003676,  GO:0005654,  GO:0008270,  GO:0045892,  GO:0045893
EDO45797	GO:0004198
EDO32923	GO:0003677,  GO:0003700,  GO:0005634,  GO:0005737
EDO33413	GO:0000122,  GO:0003714,  GO:0005654,  GO:0005730,  GO:0030690,  GO:0030691,  GO:0035067,  GO:0042273,  GO:0042393,  GO:0070491
EDO48552	
EDO49259	GO:0000049,  GO:0005524,  GO:0005730,  GO:0051391,  GO:1904812,  GO:1990883
EDO30311	
EDO44239	GO:0000722,  GO:0000784,  GO:0000790,  GO:0000794,  GO:0003691,  GO:0004017,  GO:0007004,  GO:0016233,  GO:0030870,  GO:0032508,  GO:0035861,  GO:0043047,  GO:0051880,  GO:0070192,  GO:0090305
EDO48742	GO:0005049,  GO:0005643,  GO:0005737,  GO:0006611,  GO:0008536,  GO:0016021
EDO39854	GO:0000784,  GO:0005829,  GO:0007004,  GO:0031931,  GO:0031932,  GO:0042162,  GO:0050821,  GO:0051879,  GO:0070209
EDO32880	GO:0003777,  GO:0005524,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0016887
EDO36291	GO:0003677,  GO:0003899,  GO:0005666,  GO:0006383
EDO41907	GO:0008080
EDO33568	GO:0004672,  GO:0005524
EDO37275	GO:0005737,  GO:0005829,  GO:0032446,  GO:0071566,  GO:0071569
EDO33772	GO:0004597,  GO:0005783,  GO:0042264
EDO47163	GO:0016021
EDO43679	GO:0004930,  GO:0016021
EDO41166	GO:0004674,  GO:0004711,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0035556
EDO35466	
EDO44825	GO:0000151,  GO:0000209,  GO:0005634,  GO:0005737,  GO:0030433,  GO:0034450
EDO41819	GO:0003774,  GO:0005524,  GO:0016459,  GO:0051015
EDO47238	GO:0000790,  GO:0003682,  GO:0006261
EDO38143	GO:0071339,  GO:0097344
KII62671	GO:0003677,  GO:0005524,  GO:0006281,  GO:0008094
EDO34477	GO:0005815,  GO:0008092,  GO:0051493
EDO40158	GO:0005764,  GO:0005770,  GO:0005829,  GO:0016197,  GO:0030119
EDO40205	GO:0005509,  GO:0005789,  GO:0048741,  GO:0055074
EDO44915	GO:0005777,  GO:0008609,  GO:0008611,  GO:0016491,  GO:0071949
EDO47304	GO:0004672,  GO:0005524,  GO:0005634,  GO:0006468
KII71601	GO:0003774,  GO:0003779,  GO:0005524,  GO:0016459
EDO32365	
EDO47506	GO:0016021
EDO41818	GO:0016491
EDO41812	GO:0004222,  GO:0005886,  GO:0006509,  GO:0007219,  GO:0016021
EDO30122	GO:0004175,  GO:0004252,  GO:0005737,  GO:0005829,  GO:0070008,  GO:0070012
EDO30135	GO:0005886,  GO:0015280,  GO:0016021,  GO:0035725,  GO:0046872,  GO:0047631,  GO:0070588,  GO:0099604
EDO33464	
EDO37266	GO:0000139,  GO:0005794,  GO:0006486,  GO:0016021,  GO:0016757,  GO:0030246
EDO33332	GO:0004839,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006511,  GO:0006974,  GO:0016567,  GO:0032446
EDO44948	GO:0007160,  GO:0009986
EDO36148	GO:0005829,  GO:0008289,  GO:0015248,  GO:0016020,  GO:0032934,  GO:0043231
EDO38809	GO:0005737,  GO:0034199,  GO:0034237
EDO31417	GO:0003700,  GO:0005634,  GO:0051090
EDO26410	GO:0015643,  GO:0016021
EDO29443	GO:0008270
EDO43448	GO:0005634,  GO:0006355,  GO:0031490,  GO:0042393
EDO32697	GO:0005794,  GO:0005829,  GO:0008289,  GO:0016020,  GO:0035621,  GO:0035627,  GO:0070273,  GO:0120009,  GO:1902387,  GO:1902388
EDO36139	GO:0005634,  GO:0005737,  GO:0023051
EDO35021	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO42722	
EDO46065	
EDO46064	
KII69113	GO:0000387,  GO:0005634
EDO46013	
EDO50024	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO32686	GO:0003712,  GO:0005634,  GO:0006355
EDO45957	GO:0000398,  GO:0001510,  GO:0005634,  GO:0008168,  GO:0016607,  GO:0036396,  GO:1990744
EDO40146	GO:0005524,  GO:0006464
KII60444	GO:0003676,  GO:0008270
EDO36616	GO:0000151,  GO:0000209,  GO:0005737,  GO:0006511,  GO:0031624,  GO:0032436,  GO:0046872,  GO:0061630
EDO45576	GO:0003676
EDO34934	GO:0000123,  GO:0000790,  GO:0004402,  GO:0005634,  GO:0010485,  GO:0032777,  GO:0042393,  GO:0045892,  GO:0045944
EDO32008	GO:0004674,  GO:0005524
EDO35448	GO:0004152,  GO:0005739,  GO:0005743,  GO:0006207,  GO:0009220,  GO:0016021,  GO:0044205
EDO34879	GO:0003723,  GO:1990904
EDO46612	GO:0008236
EDO42674	GO:0000139,  GO:0005198,  GO:0006886,  GO:0006888,  GO:0007029,  GO:0030127,  GO:0070971,  GO:0090110,  GO:0090114
EDO34687	GO:0000724,  GO:0006355
EDO44221	GO:0005634,  GO:0046872
EDO37000	GO:0000188,  GO:0004725,  GO:0005737,  GO:0008138,  GO:0017017
EDO46878	GO:0005319,  GO:0005524,  GO:0006869,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0043231
EDO49565	GO:0016021,  GO:0022857
EDO43748	GO:0004115,  GO:0007165,  GO:0043951,  GO:0046872
KII67211	GO:0000398,  GO:0008270,  GO:0045131
EDO45638	GO:0001732,  GO:0003743,  GO:0005852,  GO:0016282,  GO:0033290
EDO43937	
EDO39898	GO:0005044,  GO:0016020
EDO36718	GO:0005819,  GO:0005874,  GO:0032147,  GO:0060236
EDO49434	GO:0006487,  GO:0008375
EDO44059	GO:0003723,  GO:0004386,  GO:0005201,  GO:0005509,  GO:0005524,  GO:0010529,  GO:0016021
EDO37465	GO:0003725,  GO:0004525,  GO:0005634,  GO:0006396,  GO:0030422,  GO:0031053,  GO:0031054
EDO34882	GO:0005086,  GO:0032012
EDO32382	GO:0000287,  GO:0004019,  GO:0005525,  GO:0005737,  GO:0044208,  GO:0046040
KII70004	GO:0003677,  GO:0003678,  GO:0005524,  GO:0005634,  GO:0006270,  GO:0042555
EDO33151	GO:0003723,  GO:0005654
EDO28375	GO:0005524,  GO:0016021,  GO:0016887
EDO42362	GO:0005524,  GO:0005886,  GO:0016887,  GO:0042626,  GO:0055085
EDO39064	GO:0005623,  GO:0005887,  GO:0006828,  GO:0015279,  GO:0034703,  GO:0051480,  GO:0070588,  GO:0070679
EDO33007	
EDO33597	
EDO49596	GO:0005524,  GO:0005634,  GO:0005694,  GO:0051276
EDO36860	GO:0016021
EDO49028	GO:0003723,  GO:0003724,  GO:0005524
EDO31673	GO:0046872
EDO42107	GO:0003725,  GO:0003727,  GO:0005634,  GO:0008270
KII71906	GO:0016021,  GO:0022857
EDO44602	GO:0003824,  GO:0008033,  GO:0010181,  GO:0051539,  GO:0055114
EDO39636	GO:0004674,  GO:0005524,  GO:0005770,  GO:0006468,  GO:0006623,  GO:0016236,  GO:0030242,  GO:0034271,  GO:0034272,  GO:0045324,  GO:0071561
EDO39303	GO:0005634,  GO:0009452,  GO:0036261,  GO:0071164
EDO44887	GO:0000387,  GO:0015030,  GO:0030619,  GO:0030620
EDO35142	GO:0005737,  GO:0005886
EDO40172	GO:0005886,  GO:0046854,  GO:0072659
EDO39137	GO:0003924,  GO:0005525,  GO:0005768,  GO:0005886,  GO:0006886,  GO:0006904,  GO:0008021,  GO:0009306,  GO:0012505,  GO:0017157,  GO:0032482,  GO:0072659
EDO32062	
EDO42760	
EDO28477	GO:0003924,  GO:0005525,  GO:0007165,  GO:0016020
EDO47828	GO:0005634,  GO:0010468
EDO47462	GO:0005975,  GO:0019213
EDO39616	
EDO44337	
EDO47435	GO:0016021
EDO37987	GO:0035091
EDO48967	GO:0000151,  GO:0000209,  GO:0005737,  GO:0006511,  GO:0031624,  GO:0032436,  GO:0046872,  GO:0061630
EDO45035	
EDO36695	GO:0005506,  GO:0005783,  GO:0016705,  GO:0018401,  GO:0031418
EDO34424	
EDO36693	GO:0016021
EDO36720	
EDO33009	
EDO49482	GO:0003924,  GO:0005525,  GO:0005768,  GO:0005769,  GO:0006886,  GO:0012505,  GO:0030100,  GO:0030139,  GO:0032482
EDO49099	GO:0046872
EDO36100	GO:0006886
EDO32838	GO:0000724,  GO:0008821,  GO:0017108,  GO:0033557,  GO:0046872
EDO47590	GO:0005544
EDO37900	GO:0000278,  GO:0003677,  GO:0003700,  GO:0003712,  GO:0005634,  GO:0005667,  GO:0006357,  GO:0008134,  GO:0051726
EDO49304	GO:0004842
EDO47972	GO:0007034
EDO35746	GO:0003677,  GO:0003910,  GO:0005524,  GO:0005958,  GO:0006297,  GO:0006303,  GO:0006310,  GO:0032807,  GO:0051103,  GO:0071897
EDO39346	
EDO42031	GO:0016787
EDO46085	GO:0043231,  GO:1901981
EDO36038	GO:0016021
EDO39494	
EDO44883	GO:0005524,  GO:0005829,  GO:0016226,  GO:0046872,  GO:0051536,  GO:0051539
EDO37426	GO:0009922,  GO:0019367,  GO:0030148,  GO:0030176,  GO:0034625,  GO:0034626,  GO:0042761,  GO:0102336,  GO:0102337,  GO:0102338,  GO:0102756
EDO29932	GO:0005524,  GO:0005832,  GO:0006457,  GO:0051082
KII61080	GO:0005524,  GO:0005737,  GO:0006457,  GO:0051082
EDO48923	
EDO31512	GO:0016020,  GO:0017121,  GO:0017128
EDO47648	
EDO42252	
EDO41223	
EDO31028	
EDO48649	GO:0003676
EDO44834	GO:0005737,  GO:0005856,  GO:0007163,  GO:0016477,  GO:0030674,  GO:0051015,  GO:0051017
EDO35768	GO:0016740,  GO:0017183
EDO48512	GO:0003677
EDO31562	GO:0004719,  GO:0005737
EDO36644	
EDO40354	GO:0000978,  GO:0003700,  GO:0005634,  GO:0030154,  GO:0043565,  GO:0045944
EDO39067	GO:0004930,  GO:0005887,  GO:0007186
EDO40106	GO:0004930,  GO:0004983,  GO:0005887,  GO:0007186,  GO:0032870,  GO:0042277
KII70373	GO:0003677,  GO:0005634,  GO:0016055
KII70298	
EDO29280	GO:0003714,  GO:0005634,  GO:0005667,  GO:0006355,  GO:0070491,  GO:0090090
EDO39550	GO:0000209,  GO:0005524,  GO:0005634,  GO:0043161,  GO:0061631
EDO43898	GO:0000445,  GO:0005737,  GO:0006397,  GO:0006406,  GO:0016607
EDO38760	GO:0005085,  GO:0005096,  GO:0007165
EDO49093	GO:0005509
EDO32556	
EDO40413	
EDO35328	GO:0005524,  GO:0019788,  GO:0045116,  GO:0061631
EDO36306	GO:0003700,  GO:0005634,  GO:0043565
EDO35296	GO:0003676
EDO46393	GO:0007059,  GO:0051382
EDO30429	GO:0005634,  GO:0005737,  GO:0016706,  GO:0036138,  GO:0036139,  GO:0036140,  GO:0042264,  GO:0042265,  GO:0045746,  GO:0061428,  GO:0071532
EDO33588	GO:0000932,  GO:0006402,  GO:0017148,  GO:0030015
EDO31783	GO:0003676
EDO34286	GO:0017150,  GO:0050660
EDO42492	GO:0000981,  GO:0005634,  GO:0006357,  GO:0008134,  GO:0009653,  GO:0019904,  GO:0030154,  GO:0043565
EDO41708	GO:0016021
EDO46760	GO:0009887,  GO:0009888
EDO46759	GO:0009887,  GO:0009888,  GO:0016021
EDO43368	GO:0006904
EDO34448	GO:0000460,  GO:0000470,  GO:0030687
EDO49082	GO:0005925,  GO:0046872,  GO:0051015
EDO44646	GO:0000381,  GO:0003723,  GO:0005634,  GO:0016607,  GO:0045292
EDO44113	GO:0046872,  GO:0070006,  GO:0070084
EDO39296	GO:0000171,  GO:0000172,  GO:0001682,  GO:0004526,  GO:0005655,  GO:0008033,  GO:0090502
EDO42956	GO:0003924,  GO:0005096,  GO:0005525,  GO:0046872
EDO33629	GO:0000278,  GO:0000922,  GO:0000923,  GO:0000930,  GO:0005737,  GO:0005813,  GO:0005874,  GO:0008275,  GO:0031122,  GO:0043015,  GO:0051225,  GO:0051321,  GO:0051415
EDO45799	GO:0016021
EDO48860	GO:0005829,  GO:0009966,  GO:0035303,  GO:0051721
EDO42154	GO:0042406,  GO:0051082,  GO:0070072
EDO43062	
EDO31005	GO:0003723,  GO:0003735,  GO:0006412,  GO:0022625
EDO32569	
EDO32418	
EDO43734	GO:0003924,  GO:0005525,  GO:0006886,  GO:0012505,  GO:0032482
EDO48946	GO:0006357,  GO:0016573,  GO:0032777
EDO49916	GO:0009063,  GO:0016052,  GO:0050023
EDO35730	GO:0003676,  GO:0005730,  GO:0005737
EDO46648	GO:0000049,  GO:0003725,  GO:0005737,  GO:0006450,  GO:0016779
EDO37945	GO:0003700
EDO49290	GO:0046872
EDO41342	GO:0006338,  GO:0031011
EDO47247	GO:0003723,  GO:1990904
EDO39516	
EDO45709	GO:0000030,  GO:0005783,  GO:0005789,  GO:0006506,  GO:0016021
EDO46273	
EDO42180	GO:0005524,  GO:0005737,  GO:0005739,  GO:0005747,  GO:0006120,  GO:0019206
EDO38344	
EDO33453	GO:0000287,  GO:0003875,  GO:0005096,  GO:0006464,  GO:0006886,  GO:0017137,  GO:0051725,  GO:0090630
EDO37404	GO:0003896,  GO:0005658,  GO:0006269
EDO44507	GO:0005634,  GO:0006402,  GO:0016077,  GO:0030515,  GO:0050072,  GO:0098519,  GO:1990174
EDO48910	GO:0000460,  GO:0000470,  GO:0030687,  GO:0070545
EDO43434	GO:0006629,  GO:0008081
EDO43767	GO:0005737,  GO:0019005,  GO:0031146
EDO43194	
EDO42250	GO:0030991
EDO40657	GO:0016740
EDO36949	GO:0016740
EDO29668	
KII72402	GO:0003723,  GO:0003735,  GO:0006412,  GO:0015934
EDO49394	GO:0003777,  GO:0007018
EDO49396	GO:0003777,  GO:0005524,  GO:0007018
EDO49395	GO:0003777,  GO:0005524,  GO:0007018
KII67376	GO:0003777,  GO:0005524,  GO:0007018,  GO:0030286
EDO35779	GO:0003700,  GO:0005634,  GO:0043565
EDO44145	GO:0005777,  GO:0008115,  GO:0033514,  GO:0050031
EDO37046	GO:0016021
EDO49029	GO:0000814,  GO:0043328
EDO33299	GO:0005507,  GO:0010038
EDO32336	GO:0051920
EDO36190	GO:0005096,  GO:0007165,  GO:0046580
EDO36150	GO:0004674,  GO:0005524,  GO:0005737,  GO:0007346,  GO:0023014,  GO:0031098,  GO:0032147
EDO40201	GO:0005680,  GO:0007091,  GO:0031145,  GO:0070979
EDO40202	GO:0005680,  GO:0007091,  GO:0031145,  GO:0070979
EDO41232	GO:0003993,  GO:0046872
EDO37179	GO:0016021
EDO32726	GO:0005047,  GO:0005786,  GO:0006614,  GO:0008312,  GO:0030942
EDO32714	GO:0005813,  GO:0005929,  GO:0015631,  GO:0030992,  GO:0042073,  GO:0060271
EDO48949	GO:0004725,  GO:0006470
EDO47167	GO:0000938,  GO:0005829,  GO:0006896,  GO:0007041,  GO:0017137,  GO:0019905,  GO:0032456,  GO:0042147
EDO44323	GO:0016021,  GO:0022857
EDO44785	GO:0003774,  GO:0003779,  GO:0005524,  GO:0016459
EDO45563	GO:0003774,  GO:0005524,  GO:0016459,  GO:0051015
EDO33168	
EDO42067	
EDO37095	GO:0003824
EDO30941	GO:0008643,  GO:0016021,  GO:0051119
EDO42320	GO:0016706
KII69216	GO:0000145,  GO:0005623,  GO:0090522
EDO33726	GO:0000209,  GO:0008063,  GO:0008592,  GO:0061630
EDO36382	GO:0003677,  GO:0006310,  GO:0015074
EDO41732	GO:0005730,  GO:0008270,  GO:0070006
EDO44202	GO:0005794,  GO:0015297,  GO:0016021,  GO:0022857
EDO44415	GO:0006986,  GO:0016021
EDO32653	GO:0000028,  GO:0003729,  GO:0003735,  GO:0005763,  GO:0005840,  GO:0006412,  GO:0019843
EDO44892	GO:0004018,  GO:0006189,  GO:0044208,  GO:0070626
EDO27467	GO:0007275,  GO:0030154
EDO36883	
EDO47839	GO:0001667,  GO:0005783,  GO:0006665,  GO:0008117,  GO:0016021,  GO:0016831,  GO:0019752,  GO:0030149,  GO:0030170
EDO32085	GO:0004439,  GO:0007165,  GO:0046855,  GO:0046856,  GO:0052745
EDO33086	GO:0005634,  GO:0043565,  GO:0045944
EDO33366	GO:0005634,  GO:0005737,  GO:0006888,  GO:0007094,  GO:1990423
EDO49124	GO:0035082,  GO:0060294
EDO46335	GO:0003824,  GO:0016021
EDO44642	GO:0006351,  GO:0006355
EDO40161	GO:0005886,  GO:0031718,  GO:2000272
EDO43536	
EDO36443	GO:0016021
EDO41887	GO:0005737,  GO:0008525,  GO:0008526,  GO:0031210,  GO:0035091,  GO:0046872
EDO36992	
EDO47081	
EDO43862	GO:0032559,  GO:0071900
EDO41135	GO:0000266,  GO:0005739
EDO37687	GO:0016021
EDO47414	GO:0000124,  GO:0001135,  GO:0005671,  GO:0035064,  GO:0043966
EDO33296	GO:0005524,  GO:0005634,  GO:0005737,  GO:0005788,  GO:0006986,  GO:0016020,  GO:0016887,  GO:0030433,  GO:0030968,  GO:0031072,  GO:0034620,  GO:0034663,  GO:0042026,  GO:0042623,  GO:0044183,  GO:0051082,  GO:0051085,  GO:0051787
EDO47288	GO:0004144,  GO:0005789,  GO:0008374,  GO:0016021,  GO:0019432
EDO48102	GO:0004364,  GO:0005829,  GO:0006749,  GO:0016021
EDO40864	GO:0004252,  GO:0005802,  GO:0016020,  GO:0016485,  GO:0030173
EDO44191	GO:0000719,  GO:0003904
EDO47333	
EDO31141	GO:0016021
EDO37243	GO:0003677,  GO:0003723,  GO:0006357,  GO:0006396
